,REF_DATE,GEO,Labour_characteristics,NOC,Sex,VALUE,lat,long
334,2021-01,Canada,Part-time,Professional occupations in business and finance,Males,39.2,,
335,2021-01,Canada,Part-time,Professional occupations in business and finance,Females,43.0,,
336,2021-01,Canada,Part-time,Administrative and financial supervisors and administrative occupations,Both sexes,97.5,,
337,2021-01,Canada,Part-time,Administrative and financial supervisors and administrative occupations,Males,14.0,,
338,2021-01,Canada,Part-time,Administrative and financial supervisors and administrative occupations,Females,83.5,,
339,2021-01,Canada,Part-time,"Finance, insurance and related business administrative occupations",Both sexes,65.4,,
340,2021-01,Canada,Part-time,"Finance, insurance and related business administrative occupations",Males,6.7,,
341,2021-01,Canada,Part-time,"Finance, insurance and related business administrative occupations",Females,58.7,,
342,2021-01,Canada,Part-time,Office support occupations,Both sexes,135.8,,
343,2021-01,Canada,Part-time,Office support occupations,Males,10.7,,
344,2021-01,Canada,Part-time,Office support occupations,Females,125.1,,
345,2021-01,Canada,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Both sexes,40.8,,
346,2021-01,Canada,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Males,19.4,,
347,2021-01,Canada,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Females,21.4,,
348,2021-01,Canada,Part-time,Natural and applied sciences and related occupations,Both sexes,96.4,,
349,2021-01,Canada,Part-time,Natural and applied sciences and related occupations,Males,67.7,,
350,2021-01,Canada,Part-time,Natural and applied sciences and related occupations,Females,28.8,,
351,2021-01,Canada,Part-time,Professional occupations in natural and applied sciences,Both sexes,47.4,,
352,2021-01,Canada,Part-time,Professional occupations in natural and applied sciences,Males,34.6,,
353,2021-01,Canada,Part-time,Professional occupations in natural and applied sciences,Females,12.7,,
354,2021-01,Canada,Part-time,Technical occupations related to natural and applied sciences,Both sexes,49.1,,
355,2021-01,Canada,Part-time,Technical occupations related to natural and applied sciences,Males,33.0,,
356,2021-01,Canada,Part-time,Technical occupations related to natural and applied sciences,Females,16.0,,
357,2021-01,Canada,Part-time,Health occupations,Both sexes,316.3,,
358,2021-01,Canada,Part-time,Health occupations,Males,51.0,,
359,2021-01,Canada,Part-time,Health occupations,Females,265.3,,
360,2021-01,Canada,Part-time,Professional occupations in nursing,Both sexes,66.0,,
361,2021-01,Canada,Part-time,Professional occupations in nursing,Males,3.4,,
362,2021-01,Canada,Part-time,Professional occupations in nursing,Females,62.6,,
363,2021-01,Canada,Part-time,Professional occupations in health (except nursing),Both sexes,64.7,,
364,2021-01,Canada,Part-time,Professional occupations in health (except nursing),Males,18.6,,
365,2021-01,Canada,Part-time,Professional occupations in health (except nursing),Females,46.1,,
366,2021-01,Canada,Part-time,Technical occupations in health,Both sexes,93.8,,
367,2021-01,Canada,Part-time,Technical occupations in health,Males,19.6,,
368,2021-01,Canada,Part-time,Technical occupations in health,Females,74.2,,
369,2021-01,Canada,Part-time,Assisting occupations in support of health services,Both sexes,91.7,,
370,2021-01,Canada,Part-time,Assisting occupations in support of health services,Males,9.3,,
371,2021-01,Canada,Part-time,Assisting occupations in support of health services,Females,82.4,,
372,2021-01,Canada,Part-time,"Occupations in education, law and social, community and government services",Both sexes,444.9,,
373,2021-01,Canada,Part-time,"Occupations in education, law and social, community and government services",Males,109.5,,
374,2021-01,Canada,Part-time,"Occupations in education, law and social, community and government services",Females,335.5,,
375,2021-01,Canada,Part-time,Professional occupations in education services,Both sexes,198.8,,
376,2021-01,Canada,Part-time,Professional occupations in education services,Males,66.4,,
377,2021-01,Canada,Part-time,Professional occupations in education services,Females,132.4,,
378,2021-01,Canada,Part-time,"Professional occupations in law and social, community and government services",Both sexes,57.0,,
379,2021-01,Canada,Part-time,"Professional occupations in law and social, community and government services",Males,13.6,,
380,2021-01,Canada,Part-time,"Professional occupations in law and social, community and government services",Females,43.4,,
381,2021-01,Canada,Part-time,"Paraprofessional occupations in legal, social, community and education services",Both sexes,112.3,,
382,2021-01,Canada,Part-time,"Paraprofessional occupations in legal, social, community and education services",Males,21.0,,
383,2021-01,Canada,Part-time,"Paraprofessional occupations in legal, social, community and education services",Females,91.3,,
384,2021-01,Canada,Part-time,Occupations in front-line public protection services,Both sexes,3.3,,
385,2021-01,Canada,Part-time,Occupations in front-line public protection services,Males,2.9,,
386,2021-01,Canada,Part-time,Occupations in front-line public protection services,Females,,,
387,2021-01,Canada,Part-time,"Care providers and educational, legal and public protection support occupations",Both sexes,73.4,,
388,2021-01,Canada,Part-time,"Care providers and educational, legal and public protection support occupations",Males,5.5,,
389,2021-01,Canada,Part-time,"Care providers and educational, legal and public protection support occupations",Females,67.9,,
390,2021-01,Canada,Part-time,"Occupations in art, culture, recreation and sport",Both sexes,154.6,,
391,2021-01,Canada,Part-time,"Occupations in art, culture, recreation and sport",Males,48.8,,
392,2021-01,Canada,Part-time,"Occupations in art, culture, recreation and sport",Females,105.8,,
393,2021-01,Canada,Part-time,Professional occupations in art and culture,Both sexes,61.8,,
394,2021-01,Canada,Part-time,Professional occupations in art and culture,Males,20.6,,
395,2021-01,Canada,Part-time,Professional occupations in art and culture,Females,41.3,,
396,2021-01,Canada,Part-time,"Technical occupations in art, culture, recreation and sport",Both sexes,92.8,,
397,2021-01,Canada,Part-time,"Technical occupations in art, culture, recreation and sport",Males,28.2,,
398,2021-01,Canada,Part-time,"Technical occupations in art, culture, recreation and sport",Females,64.5,,
399,2021-01,Canada,Part-time,Sales and service occupations,Both sexes,1319.5,,
400,2021-01,Canada,Part-time,Sales and service occupations,Males,486.8,,
401,2021-01,Canada,Part-time,Sales and service occupations,Females,832.7,,
402,2021-01,Canada,Part-time,Retail sales supervisors and specialized sales occupations,Both sexes,65.5,,
403,2021-01,Canada,Part-time,Retail sales supervisors and specialized sales occupations,Males,22.8,,
404,2021-01,Canada,Part-time,Retail sales supervisors and specialized sales occupations,Females,42.7,,
405,2021-01,Canada,Part-time,Service supervisors and specialized service occupations,Both sexes,140.0,,
406,2021-01,Canada,Part-time,Service supervisors and specialized service occupations,Males,68.1,,
407,2021-01,Canada,Part-time,Service supervisors and specialized service occupations,Females,71.9,,
408,2021-01,Canada,Part-time,Sales representatives and salespersons - wholesale and retail trade,Both sexes,204.6,,
409,2021-01,Canada,Part-time,Sales representatives and salespersons - wholesale and retail trade,Males,66.7,,
410,2021-01,Canada,Part-time,Sales representatives and salespersons - wholesale and retail trade,Females,137.9,,
411,2021-01,Canada,Part-time,Service representatives and other customer and personal services occupations,Both sexes,169.6,,
412,2021-01,Canada,Part-time,Service representatives and other customer and personal services occupations,Males,41.6,,
413,2021-01,Canada,Part-time,Service representatives and other customer and personal services occupations,Females,128.0,,
414,2021-01,Canada,Part-time,Sales support occupations,Both sexes,350.1,,
415,2021-01,Canada,Part-time,Sales support occupations,Males,143.0,,
416,2021-01,Canada,Part-time,Sales support occupations,Females,207.1,,
417,2021-01,Canada,Part-time,"Service support and other service occupations, n.e.c.",Both sexes,389.7,,
418,2021-01,Canada,Part-time,"Service support and other service occupations, n.e.c.",Males,144.6,,
419,2021-01,Canada,Part-time,"Service support and other service occupations, n.e.c.",Females,245.0,,
420,2021-01,Canada,Part-time,"Trades, transport and equipment operators and related occupations",Both sexes,254.8,,
421,2021-01,Canada,Part-time,"Trades, transport and equipment operators and related occupations",Males,201.5,,
422,2021-01,Canada,Part-time,"Trades, transport and equipment operators and related occupations",Females,53.2,,
423,2021-01,Canada,Part-time,"Industrial, electrical and construction trades",Both sexes,43.1,,
424,2021-01,Canada,Part-time,"Industrial, electrical and construction trades",Males,36.9,,
425,2021-01,Canada,Part-time,"Industrial, electrical and construction trades",Females,6.3,,
426,2021-01,Canada,Part-time,Maintenance and equipment operation trades,Both sexes,27.8,,
427,2021-01,Canada,Part-time,Maintenance and equipment operation trades,Males,23.6,,
428,2021-01,Canada,Part-time,Maintenance and equipment operation trades,Females,4.2,,
429,2021-01,Canada,Part-time,"Other installers, repairers and servicers and material handlers",Both sexes,28.7,,
430,2021-01,Canada,Part-time,"Other installers, repairers and servicers and material handlers",Males,23.3,,
431,2021-01,Canada,Part-time,"Other installers, repairers and servicers and material handlers",Females,5.4,,
432,2021-01,Canada,Part-time,Transport and heavy equipment operation and related maintenance occupations,Both sexes,138.8,,
433,2021-01,Canada,Part-time,Transport and heavy equipment operation and related maintenance occupations,Males,102.7,,
434,2021-01,Canada,Part-time,Transport and heavy equipment operation and related maintenance occupations,Females,36.1,,
435,2021-01,Canada,Part-time,"Trades helpers, construction labourers and related occupations",Both sexes,16.4,,
436,2021-01,Canada,Part-time,"Trades helpers, construction labourers and related occupations",Males,15.0,,
437,2021-01,Canada,Part-time,"Trades helpers, construction labourers and related occupations",Females,,,
438,2021-01,Canada,Part-time,"Natural resources, agriculture and related production occupations",Both sexes,50.2,,
439,2021-01,Canada,Part-time,"Natural resources, agriculture and related production occupations",Males,33.5,,
